Name;Level;TID;InfoTID;DisableProduction;SpellForgeLevel;LaboratoryLevel;DonateCost;HousingSpace;TrainingTime;DeployTimeMS;ChargingTimeMS;HitTimeMS;UpgradeTimeH;UpgradeResource;UpgradeCost;BoostTimeMS;SpeedBoost;SpeedBoost2;JumpHousingLimit;JumpBoostMS;DamageBoostPercent;BuildingDamageBoostPercent;Damage;TroopDamagePermil;BuildingDamagePermil;ExecuteHealthPermil;DamagePermilMin;PreferredDamagePermilMin;Radius;NumberOfHits;RandomRadius;TimeBetweenHitsMS;IconSWF;IconExportName;BigPicture;PreDeployEffect;DeployEffect;DeployEffect2Delay;DeployEffect2;ChargingEffect;HitEffect;RandomRadiusAffectsOnlyGfx;FreezeTimeMS;SpawnObstacle;NumObstacles;StrengthWeight;ProductionBuilding;TargetInfoString;PreferredTarget;PreferredTargetDamageMod;HeroDamageMultiplier;ShieldProjectileSpeed;ShieldProjectileDamageMod;ExtraHealthPermil;ExtraHealthMin;ExtraHealthMax;PoisonDPS;PoisonIncreaseSlowly;AttackSpeedBoost;BoostLinkedToPoison;PoisonAffectAir;ScaleDeployEffects;ShieldTime;ShieldProtectionPercent;MaxUnitsHit;EnemyDeployEffect;SnapToGrid;DuplicateHousing;DuplicateLifetime;SummonTroop;UnitsToSpawn;ShrinkReduceSpeedRatio;ShrinkHitpointsRatio;SpawnDuration;SpawnFirstGroupSize;DamageTHPercent;ScaleByTH;EnabledByCalendar;VillageType;PauseCombatComponentsMs;UpgradeLevelByTH;ChangeTeamTime;InvisibilityTime;FreezeOuterTimeMS;ConeAngle;FreezePercent;MinRadius;MinDamage;StunTimeMS;TornadoForce1;TornadoForce2;TornadoForce3;TornadoForce4;TornadoForce5;TornadoForceAir1;TornadoForceAir2;TornadoForceAir3;TornadoForceAir4;TornadoForceAir5;TornadoRotationSpeed;TornadoSpeedTowardsCenter;TornadoInnerRadius;TornadoInnerForcePercent;TornadoOuterForcePercent;ChainSpell;AffectsSiegeMachines;BoostDefenders;ImmunitySiegeMachines;ImmunityOtherCharacters;ImmunityTH_CC;ImmunityStorages;ImmunityWalls;ImmunityOtherBuildings;CapitalAttackCount;DestroyWalls;RecallHousing
Freeze;4;TID_FREEZE_SPELL;TID_FREEZE_SPELL_INFO;FALSE;4;8;5;1;180;800;300;400;144;Elixir;4200000;1000;30;15;100;400;180;0;300;0;0;0;0;0;350;1;400;0;sc/ui.sc;icon_spell_freeze;icon_spell_freeze;Freeze predeploy;Freeze deploy lvl4;2500;Freeze deploy2 lvl4;xmas Drop Bombs;xmas boom;;4000;0;0;1450;Spell Forge;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;0;0;55;0;0;0;0;0;0;;0;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;3600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Freeze;5;TID_FREEZE_SPELL;TID_FREEZE_SPELL_INFO;FALSE;4;8;5;1;180;800;300;400;186;Elixir;6000000;1000;30;15;100;400;180;0;300;0;0;0;0;0;350;1;400;0;sc/ui.sc;icon_spell_freeze;icon_spell_freeze;Freeze predeploy;Freeze deploy lvl5;2500;Freeze deploy2 lvl5;xmas Drop Bombs;xmas boom;;4500;0;0;1600;Spell Forge;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;0;0;55;0;0;0;0;0;0;;0;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Freeze;6;TID_FREEZE_SPELL;TID_FREEZE_SPELL_INFO;FALSE;4;9;5;1;180;800;300;400;198;Elixir;7700000;1000;30;15;100;400;180;0;300;0;0;0;0;0;350;1;400;0;sc/ui.sc;icon_spell_freeze;icon_spell_freeze;Freeze predeploy;Freeze deploy lvl6;2500;Freeze deploy2 lvl6;xmas Drop Bombs;xmas boom;;5000;0;0;1750;Spell Forge;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;0;0;55;0;0;0;0;0;0;;0;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Freeze;7;TID_FREEZE_SPELL;TID_FREEZE_SPELL_INFO;FALSE;4;10;5;1;180;800;300;400;198;Elixir;7700000;1000;30;15;100;400;180;0;300;0;0;0;0;0;350;1;400;0;sc/ui.sc;icon_spell_freeze;icon_spell_freeze;Freeze predeploy;Freeze deploy lvl7;2500;Freeze deploy2 lvl7;xmas Drop Bombs;xmas boom;;5500;0;0;1900;Spell Forge;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;0;0;55;0;0;0;0;0;0;;0;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
xmas2013;1;TID_XMAS_SPELL;TID_XMAS_SPELL_INFO;TRUE;1;1;5;2;360;0;4500;6000;198;Elixir;7700000;1000;30;15;100;400;180;0;240;0;0;0;0;0;100;5;400;100;sc/ui.sc;icon_spell_xmas;icon_spell_xmas;Freeze predeploy;xmas Red Smoke;2500;xmas test;xmas Drop Bombs;xmas boom;FALSE;5500;Xmas TombStone;5;0;Spell Forge;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;0;0;55;0;0;0;0;0;0;;0;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;TRUE;TRUE;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Slow;1;TID_SLOW_SPELL;TID_XMAS_SPELL_INFO;TRUE;1;1;5;2;2700;0;300;300;0;Elixir;0;500;-30;-30;100;400;-30;0;240;0;0;0;0;0;500;9999;0;300;sc/ui.sc;icon_spell_xmas;icon_spell_xmas;Freeze predeploy;Totem Slow;2500;xmas test;xmas Drop Bombs;xmas boom;TRUE;5500;Xmas TombStone;5;0;Spell Forge;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;0;0;55;0;0;0;0;0;0;;0;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Slow;2;TID_SLOW_SPELL;TID_XMAS_SPELL_INFO;TRUE;1;1;5;2;2700;0;300;300;0;Elixir;0;500;-40;-40;100;400;-40;0;240;0;0;0;0;0;500;9999;0;300;sc/ui.sc;icon_spell_xmas;icon_spell_xmas;Freeze predeploy;Totem Slow;2500;xmas test;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;0;Spell Forge;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;0;0;55;0;0;0;0;0;0;;0;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
BoostDefences;1;TID_BOOSTDEFENCES_SPELL;TID_XMAS_SPELL_INFO;TRUE;1;1;5;2;2700;0;300;300;0;Elixir;0;500;-40;-40;100;400;-40;50;240;0;0;0;0;0;400;9999;0;300;sc/ui.sc;icon_spell_xmas;icon_spell_xmas;Freeze predeploy;Totem Slow;2500;xmas test;xmas Drop Bombs;xmas boom;TRUE;5500;Xmas TombStone;5;0;Spell Forge;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;0;0;55;0;0;0;0;0;0;;0;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
BoostDefences;2;TID_BOOSTDEFENCES_SPELL;TID_XMAS_SPELL_INFO;TRUE;1;1;5;2;2700;0;300;300;0;Elixir;0;500;-40;-40;100;400;-40;75;240;0;0;0;0;0;400;9999;0;300;sc/ui.sc;icon_spell_xmas;icon_spell_xmas;Freeze predeploy;Totem Slow;2500;xmas test;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;0;Spell Forge;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;0;0;55;0;0;0;0;0;0;;0;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Poison;1;TID_POISON_CLOUD;TID_POISON_CLOUD_INFO;FALSE;1;1;5;1;180;800;300;400;8;DarkElixir;12000;500;-26;-26;100;400;-40;75;240;0;0;0;0;0;400;40;0;400;sc/ui.sc;icon_spell_toxic;icon_spell_toxic;toxic_Predeploy;Toxic deploy ground halloween;2500;Toxic deploy halloween;xmas Drop Bombs;xmas boom;TRUE;5500;Xmas TombStone;5;-160;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;0;0;5;0;0;0;0;0;90;TRUE;-35;TRUE;TRUE;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;TRUE;;;TRUE;TRUE;TRUE;TRUE;0;;0
Poison;2;TID_POISON_CLOUD;TID_POISON_CLOUD_INFO;FALSE;1;6;5;1;180;800;300;400;24;DarkElixir;25000;500;-30;-30;100;400;-40;75;240;0;0;0;0;0;400;40;0;400;sc/ui.sc;icon_spell_toxic;icon_spell_toxic;toxic_Predeploy;Toxic deploy ground halloween;2500;Toxic deploy halloween;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;-170;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;0;0;5;0;0;0;0;0;115;;-40;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Poison;3;TID_POISON_CLOUD;TID_POISON_CLOUD_INFO;FALSE;1;7;5;1;180;800;300;400;62;DarkElixir;43000;500;-34;-34;100;400;-40;75;240;0;0;0;0;0;400;40;0;400;sc/ui.sc;icon_spell_toxic;icon_spell_toxic;toxic_Predeploy;Toxic deploy ground halloween;2500;Toxic deploy halloween;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;-190;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;0;0;5;0;0;0;0;0;145;;-45;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Poison;4;TID_POISON_CLOUD;TID_POISON_CLOUD_INFO;FALSE;1;8;5;1;180;800;300;400;150;DarkElixir;70000;500;-38;-38;100;400;-40;75;240;0;0;0;0;0;400;40;0;400;sc/ui.sc;icon_spell_toxic;icon_spell_toxic;toxic_Predeploy;Toxic deploy ground halloween;2500;Toxic deploy halloween;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;-210;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;0;0;5;0;0;0;0;0;180;;-50;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Poison;5;TID_POISON_CLOUD;TID_POISON_CLOUD_INFO;FALSE;1;9;5;1;180;800;300;400;186;DarkElixir;123000;500;-40;-40;100;400;-40;75;240;0;0;0;0;0;400;40;0;400;sc/ui.sc;icon_spell_toxic;icon_spell_toxic;toxic_Predeploy;Toxic deploy ground halloween;2500;Toxic deploy halloween;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;-230;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;0;0;5;0;0;0;0;0;220;;-55;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Poison;6;TID_POISON_CLOUD;TID_POISON_CLOUD_INFO;FALSE;1;10;5;1;180;800;300;400;282;DarkElixir;195000;500;-42;-42;100;400;-40;75;240;0;0;0;0;0;400;40;0;400;sc/ui.sc;icon_spell_toxic;icon_spell_toxic;toxic_Predeploy;Toxic deploy ground halloween;2500;Toxic deploy halloween;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;-250;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;0;0;5;0;0;0;0;0;260;;-60;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Poison;7;TID_POISON_CLOUD;TID_POISON_CLOUD_INFO;FALSE;1;11;5;1;180;800;300;400;402;DarkElixir;285000;500;-44;-44;100;400;-40;75;240;0;0;0;0;0;400;40;0;400;sc/ui.sc;icon_spell_toxic;icon_spell_toxic;toxic_Predeploy;Toxic deploy ground halloween;2500;Toxic deploy halloween;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;-270;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;0;0;5;0;0;0;0;0;280;;-65;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Poison;8;TID_POISON_CLOUD;TID_POISON_CLOUD_INFO;FALSE;1;12;5;1;180;800;300;400;420;DarkElixir;320000;500;-46;-46;100;400;-40;75;240;0;0;0;0;0;400;40;0;400;sc/ui.sc;icon_spell_toxic;icon_spell_toxic;toxic_Predeploy;Toxic deploy ground halloween;2500;Toxic deploy halloween;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;-275;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;0;0;5;0;0;0;0;0;300;;-68;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Poison;9;TID_POISON_CLOUD;TID_POISON_CLOUD_INFO;FALSE;1;13;5;1;180;800;300;400;420;DarkElixir;320000;500;-48;-48;100;400;-40;75;240;0;0;0;0;0;400;40;0;400;sc/ui.sc;icon_spell_toxic;icon_spell_toxic;toxic_Predeploy;Toxic deploy ground halloween;2500;Toxic deploy halloween;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;-280;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;0;0;5;0;0;0;0;0;320;;-70;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Earthquake;1;TID_EARTHQUAKE;TID_EARTHQUAKE_INFO;FALSE;2;1;5;1;180;800;300;400;18;DarkElixir;15000;500;-48;-48;100;400;-40;75;240;0;29;0;0;0;350;5;200;400;sc/ui.sc;icon_spell_earthquake;icon_spell_earthquake;Earthquake_Predeploy;EarthQuake_deploy_ground_0;2500;EarthQuake_deploy_0;xmas Drop Bombs;xmas boom;TRUE;5500;Xmas TombStone;5;150;Mini Spell Factory;TID_INFO_TARGET_TYPE_BUILDINGS_AND_WALLS;Wall;5;5;0;0;0;0;0;320;;-70;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;TRUE;TRUE;;TRUE;;;0;;0
Earthquake;2;TID_EARTHQUAKE;TID_EARTHQUAKE_INFO;FALSE;2;6;5;1;180;800;300;400;36;DarkElixir;30000;500;-48;-48;100;400;-40;75;240;0;34;0;0;0;380;5;200;400;sc/ui.sc;icon_spell_earthquake;icon_spell_earthquake;Earthquake_Predeploy;EarthQuake_deploy_ground;2500;EarthQuake_deploy;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;145;Mini Spell Factory;TID_INFO_TARGET_TYPE_BUILDINGS_AND_WALLS;Wall;5;5;0;0;0;0;0;320;;-70;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Earthquake;3;TID_EARTHQUAKE;TID_EARTHQUAKE_INFO;FALSE;2;7;5;1;180;800;300;400;102;DarkElixir;51000;500;-48;-48;100;400;-40;75;240;0;42;0;0;0;410;5;200;400;sc/ui.sc;icon_spell_earthquake;icon_spell_earthquake;Earthquake_Predeploy;EarthQuake_deploy_ground_2;2500;EarthQuake_deploy_2;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;140;Mini Spell Factory;TID_INFO_TARGET_TYPE_BUILDINGS_AND_WALLS;Wall;5;5;0;0;0;0;0;320;;-70;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Earthquake;4;TID_EARTHQUAKE;TID_EARTHQUAKE_INFO;FALSE;2;8;5;1;180;800;300;400;186;DarkElixir;84000;500;-48;-48;100;400;-40;75;240;0;50;0;0;0;440;5;200;400;sc/ui.sc;icon_spell_earthquake;icon_spell_earthquake;Earthquake_Predeploy;EarthQuake_deploy_ground_3;2500;EarthQuake_deploy_3;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;135;Mini Spell Factory;TID_INFO_TARGET_TYPE_BUILDINGS_AND_WALLS;Wall;5;5;0;0;0;0;0;320;;-70;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Earthquake;5;TID_EARTHQUAKE;TID_EARTHQUAKE_INFO;FALSE;2;9;5;1;180;800;300;400;186;DarkElixir;84000;500;-48;-48;100;400;-40;75;240;0;58;0;0;0;470;5;200;400;sc/ui.sc;icon_spell_earthquake;icon_spell_earthquake;Earthquake_Predeploy;EarthQuake_deploy_ground_4;2500;EarthQuake_deploy_4;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;130;Mini Spell Factory;TID_INFO_TARGET_TYPE_BUILDINGS_AND_WALLS;Wall;5;5;0;0;0;0;0;320;;-70;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
SpeedUp;1;TID_SPEEDUP;TID_SPEEDUP_INFO;FALSE;3;1;5;1;180;800;300;400;36;DarkElixir;20000;1000;28;14;100;400;-40;75;240;0;58;0;0;0;400;40;200;250;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Speedup_deploy_lvl1;2500;Speedup_deploy_top_lvl1;xmas Drop Bombs;xmas boom;TRUE;5500;Xmas TombStone;5;200;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;0;0;0;320;;-70;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
SpeedUp;2;TID_SPEEDUP;TID_SPEEDUP_INFO;FALSE;3;7;5;1;180;800;300;400;62;DarkElixir;34000;1000;34;17;100;400;-40;75;240;0;58;0;0;0;400;60;200;250;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Speedup_deploy_lvl2;2500;Speedup_deploy_top_lvl2;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;200;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;0;0;0;320;;-70;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
SpeedUp;3;TID_SPEEDUP;TID_SPEEDUP_INFO;FALSE;3;8;5;1;180;800;300;400;120;DarkElixir;60000;1000;40;20;100;400;-40;75;240;0;58;0;0;0;400;80;200;250;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Speedup_deploy_lvl3;2500;Speedup_deploy_top_lvl3;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;0;0;0;320;;-70;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
SpeedUp;4;TID_SPEEDUP;TID_SPEEDUP_INFO;FALSE;3;8;5;1;180;800;300;400;186;DarkElixir;77000;1000;46;23;100;400;-40;75;240;0;58;0;0;0;400;100;200;250;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Speedup_deploy_lvl4;2500;Speedup_deploy_top_lvl4;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;0;0;0;320;;-70;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
SpeedUp;5;TID_SPEEDUP;TID_SPEEDUP_INFO;FALSE;3;9;5;1;180;800;300;400;186;DarkElixir;77000;1000;52;26;100;400;-40;75;240;0;58;0;0;0;400;120;200;250;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;Speedup_deploy_lvl5;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_INFO_TARGET_TYPE_GROUND_AND_AIR;Wall;5;5;0;0;0;0;0;320;;-70;;;;0;0;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Shield;1;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;0;186;DarkElixir;77000;1000;52;26;100;400;-40;75;240;0;58;0;0;0;900;1;0;0;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;GrandWarden Shield;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;TRUE;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_PREFERRED_TARGET_ANY;Wall;5;5;0;0;0;0;0;320;;-70;;;TRUE;3500;100;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TRUE;;;;TRUE;TRUE;TRUE;TRUE;0;;0
Shield;2;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;0;186;DarkElixir;77000;1000;52;26;100;400;-40;75;240;0;58;0;0;0;900;1;0;0;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;GrandWarden Shield;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_PREFERRED_TARGET_ANY;Wall;5;5;0;0;0;0;0;320;;-70;;;;4000;100;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Shield;3;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;0;186;DarkElixir;77000;1000;52;26;100;400;-40;75;240;0;58;0;0;0;900;1;0;0;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;GrandWarden Shield;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_PREFERRED_TARGET_ANY;Wall;5;5;0;0;0;0;0;320;;-70;;;;4500;100;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Shield;4;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;0;186;DarkElixir;77000;1000;52;26;100;400;-40;75;240;0;58;0;0;0;900;1;0;0;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;GrandWarden Shield;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_PREFERRED_TARGET_ANY;Wall;5;5;0;0;0;0;0;320;;-70;;;;5000;100;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Shield;5;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;0;186;DarkElixir;77000;1000;52;26;100;400;-40;75;240;0;58;0;0;0;900;1;0;0;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;GrandWarden Shield;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_PREFERRED_TARGET_ANY;Wall;5;5;0;0;0;0;0;320;;-70;;;;5500;100;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Shield;6;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;0;186;DarkElixir;77000;1000;52;26;100;400;-40;75;240;0;58;0;0;0;900;1;0;0;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;GrandWarden Shield;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_PREFERRED_TARGET_ANY;Wall;5;5;0;0;0;0;0;320;;-70;;;;6000;100;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
Shield;7;TID_SPEEDUP;TID_SPEEDUP_INFO;TRUE;3;9;5;1;180;0;0;0;186;DarkElixir;77000;1000;52;26;100;400;-40;75;240;0;58;0;0;0;900;1;0;0;sc/ui.sc;icon_spell_speedup;icon_spell_speedup;speedup_Predeploy;GrandWarden Shield;2500;Speedup_deploy_top_lvl5;xmas Drop Bombs;xmas boom;;5500;Xmas TombStone;5;180;Mini Spell Factory;TID_PREFERRED_TARGET_ANY;Wall;5;5;0;0;0;0;0;320;;-70;;;;6500;100;0;0;;0;0;0;0;0;0;0;0;70;;;0;0;0;0;0;4950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;0;;0
