Name;Level;TID;InfoTID;Speed;Hitpoints;UpgradeTimeH;UpgradeResource;UpgradeCost;RequiredTownHallLevel;AttackRange;AltAttackRange;AttackSpeed;CoolDownOverride;DPS;PreferedTargetDamageMod;DamageRadius;IconSWF;IconExportName;BigPicture;BigPictureSWF;SmallPicture;SmallPictureSWF;Projectile;RageProjectile;PreferedTargetBuilding;DeployEffect;AttackEffect;AttackEffectAlt;HitEffect;HitEffectActive;IsFlying;AirTargets;GroundTargets;IsJumper;AttackCount;DieEffect;Animation;ActivationTime;ActiveDuration;AbilityAttackCount;AnimationActivated;MaxSearchRadiusForDefender;HousingSpace;HealerWeight;SpecialAbilityEffect;RegenerationTimeMinutes;TrainingTime;TrainingResource;TrainingCost;CelebrateEffect;SleepOffsetX;SleepOffsetY;PatrolRadius;AbilityTriggerEffect;AbilityAffectsHero;AbilityAffectsCharacter;AbilityRadius;AbilityTime;AbilityOnce;AbilityCooldown;AbilitySpeedBoost;AbilitySpeedBoost2;AbilityDamageBoostPercent;AbilitySummonTroop;AbilitySummonTroopCount;AbilityStealth;AbilityDamageBoostOffset;AbilityHealthIncrease;AbilityShieldProjectileSpeed;AbilityShieldProjectileDamageMod;AbilityTID;AbilityDescTID;AbilityIcon;AbilityBigPictureExportName;AbilityDelay;StrengthWeight;StrengthWeight2;AlertRadius;Scale;AuraSpell;AuraSpellLevel;AuraTID;AuraDescTID;AuraBigPictureExportName;AbilitySpell;AbilitySpellLevel;RetributionSpell;RetributionSpellLevel;RetributionSpellTriggerHealth;HasAltMode;AltModeFlying;AltModeAnimation;PreferedTargetBuildingClass;NoAttackOverWalls;TargetGroups;FightWithGroups;TargetGroupsRadius;TargetGroupsRange;TargetGroupsMinWeight;SmoothJump;WakeUpSpeed;WakeUpSpace;FriendlyGroupWeight;EnemyGroupWeight;AttackEffectShared;TargetedEffectOffset;TriggersTraps;VillageType;NoDefence;PreAttackEffect;AbilityAffectsSummonedUnits;DefaultSkin;AbilityProjectile;AbilityProjectileBounces;AbilityProjectileRange;AbilityProjectileCount;UseAutoHeroAbility;NewTargetAttackDelay;AbilityDamage;Gender
Barbarian King;83;TID_BARBARIAN_KING;TID_HERO_INSTRUCTIONS_BARBARIAN;200;11700;192;DarkElixir;345000;15;100;0;1200;0;619;1;0;sc/ui.sc;icon_hero_barbarianKing;unit_barbarianKing_big;sc/info_barbarian.sc;unit_barbarianKing_small;sc/ui.sc;0;0;0;Hero Deploy;0;0;Barbarian King Hit;0;;;;;0;0;0;0;0;0;0;900;25;21;Building Ready;42;0;Elixir;0;Barbarian King Scream;70;-40;300;0;;0;0;10000;;0;33;20;190;Barbarian;36;;990;4700;0;0;TID_HERO_ABILITY_BARBARIAN_TITLE;TID_HERO_ABILITY_BARBARIAN_DESC;icon_hero_barbarianKing_ability1;unit_barbarianKing_ability_big;0;36;23;1200;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;2500;0;-50;;0;;0;;BarbarianKingDefault;0;0;0;0;;0;0;M
Barbarian King;84;TID_BARBARIAN_KING;TID_HERO_INSTRUCTIONS_BARBARIAN;200;11850;192;DarkElixir;350000;15;100;0;1200;0;627;1;0;sc/ui.sc;icon_hero_barbarianKing;unit_barbarianKing_big;sc/info_barbarian.sc;unit_barbarianKing_small;sc/ui.sc;0;0;0;Hero Deploy;0;0;Barbarian King Hit;0;;;;;0;0;0;0;0;0;0;900;25;21;Building Ready;42;0;Elixir;0;Barbarian King Scream;70;-40;300;0;;0;0;10000;;0;33;20;190;Barbarian;36;;990;4700;0;0;TID_HERO_ABILITY_BARBARIAN_TITLE;TID_HERO_ABILITY_BARBARIAN_DESC;icon_hero_barbarianKing_ability1;unit_barbarianKing_ability_big;0;36;23;1200;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;2500;0;-50;;0;;0;;BarbarianKingDefault;0;0;0;0;;0;0;M
Barbarian King;85;TID_BARBARIAN_KING;TID_HERO_INSTRUCTIONS_BARBARIAN;200;12000;192;DarkElixir;350000;15;100;0;1200;0;635;1;0;sc/ui.sc;icon_hero_barbarianKing;unit_barbarianKing_big;sc/info_barbarian.sc;unit_barbarianKing_small;sc/ui.sc;0;0;0;Hero Deploy;0;0;Barbarian King Hit;0;;;;;0;0;0;0;0;0;0;900;25;21;Building Ready;44;0;Elixir;0;Barbarian King Scream;70;-40;300;0;;0;0;10000;;0;34;21;195;Barbarian;38;;1050;5000;0;0;TID_HERO_ABILITY_BARBARIAN_TITLE;TID_HERO_ABILITY_BARBARIAN_DESC;icon_hero_barbarianKing_ability1;unit_barbarianKing_ability_big;0;37;23;1200;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;2500;0;-50;;0;;0;;BarbarianKingDefault;0;0;0;0;;0;0;M
Archer Queen;1;TID_ARCHER_QUEEN;TID_HERO_INSTRUCTIONS_QUEEN;300;725;4;DarkElixir;11000;9;500;0;750;0;160;1;0;sc/ui.sc;icon_hero_archerQueen;unit_archerQueen_big;sc/info_archer.sc;unit_archerQueen_small;sc/ui.sc;ArcherQueen arrow lvl1;ArcherQueen arrow rage;0;Hero Deploy;0;0;Archer Queen Hit;0;FALSE;TRUE;TRUE;FALSE;0;0;0;0;0;0;0;1000;25;25;Building Ready;10;0;Elixir;0;Archer Queen Scream;70;-50;300;0;TRUE;0;2500;0;TRUE;0;34;21;195;Archer;0;TRUE;0;0;0;0;TID_HERO_ABILITY_QUEEN_TITLE;TID_HERO_ABILITY_QUEEN_DESC;icon_hero_archerQueen_ability1;unit_archerQueen_ability1_big;0;50;28;1300;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;500;0;-50;TRUE;0;;0;;ArcherQueenDefault;0;0;0;0;TRUE;0;0;F
Archer Queen;2;TID_ARCHER_QUEEN;TID_HERO_INSTRUCTIONS_QUEEN;300;740;6;DarkElixir;12000;9;500;0;750;0;164;1;0;sc/ui.sc;icon_hero_archerQueen;unit_archerQueen_big;sc/info_archer.sc;unit_archerQueen_small;sc/ui.sc;ArcherQueen arrow lvl1;ArcherQueen arrow rage;0;Hero Deploy;0;0;Archer Queen Hit;0;;;;;0;0;0;0;0;0;0;1000;25;25;Building Ready;10;0;Elixir;0;Archer Queen Scream;70;-50;300;0;;0;2500;0;;0;34;21;195;Archer;0;;0;0;0;0;TID_HERO_ABILITY_QUEEN_TITLE;TID_HERO_ABILITY_QUEEN_DESC;icon_hero_archerQueen_ability1;unit_archerQueen_ability1_big;0;50;28;1300;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;500;0;-50;;0;;0;;ArcherQueenDefault;0;0;0;0;;0;0;F
Archer Queen;3;TID_ARCHER_QUEEN;TID_HERO_INSTRUCTIONS_QUEEN;300;755;8;DarkElixir;13000;9;500;0;750;0;168;1;0;sc/ui.sc;icon_hero_archerQueen;unit_archerQueen_big;sc/info_archer.sc;unit_archerQueen_small;sc/ui.sc;ArcherQueen arrow lvl1;ArcherQueen arrow rage;0;Hero Deploy;0;0;Archer Queen Hit;0;;;;;0;0;0;0;0;0;0;1000;25;25;Building Ready;10;0;Elixir;0;Archer Queen Scream;70;-50;300;0;;0;2500;0;;0;34;21;195;Archer;0;;0;0;0;0;TID_HERO_ABILITY_QUEEN_TITLE;TID_HERO_ABILITY_QUEEN_DESC;icon_hero_archerQueen_ability1;unit_archerQueen_ability1_big;0;50;28;1300;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;500;0;-50;;0;;0;;ArcherQueenDefault;0;0;0;0;;0;0;F
Archer Queen;4;TID_ARCHER_QUEEN;TID_HERO_INSTRUCTIONS_QUEEN;300;771;10;DarkElixir;15000;9;500;0;750;0;172;1;0;sc/ui.sc;icon_hero_archerQueen;unit_archerQueen_big;sc/info_archer.sc;unit_archerQueen_small;sc/ui.sc;ArcherQueen arrow lvl1;ArcherQueen arrow rage;0;Hero Deploy;0;0;Archer Queen Hit;0;;;;;0;0;0;0;0;0;0;1000;25;25;Building Ready;10;0;Elixir;0;Archer Queen Scream;70;-50;300;0;;0;2500;0;;0;34;21;195;Archer;0;;0;0;0;0;TID_HERO_ABILITY_QUEEN_TITLE;TID_HERO_ABILITY_QUEEN_DESC;icon_hero_archerQueen_ability1;unit_archerQueen_ability1_big;0;50;28;1300;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;500;0;-50;;0;;0;;ArcherQueenDefault;0;0;0;0;;0;0;F
Archer Queen;5;TID_ARCHER_QUEEN;TID_HERO_INSTRUCTIONS_QUEEN;300;787;12;DarkElixir;16000;9;500;0;750;0;176;1;0;sc/ui.sc;icon_hero_archerQueen;unit_archerQueen_big;sc/info_archer.sc;unit_archerQueen_small;sc/ui.sc;ArcherQueen arrow lvl1;ArcherQueen arrow rage;0;Hero Deploy;0;0;Archer Queen Hit;0;;;;;0;0;0;0;0;0;0;1000;25;25;Building Ready;12;0;Elixir;0;Archer Queen Scream;70;-50;300;0;;0;2500;3600;;0;34;21;195;Archer;5;;300;150;0;0;TID_HERO_ABILITY_QUEEN_TITLE;TID_HERO_ABILITY_QUEEN_DESC;icon_hero_archerQueen_ability1;unit_archerQueen_ability1_big;0;51;29;1300;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;500;0;-50;;0;;0;;ArcherQueenDefault;0;0;0;0;;0;0;F
Archer Queen;6;TID_ARCHER_QUEEN;TID_HERO_INSTRUCTIONS_QUEEN;300;804;14;DarkElixir;17000;9;500;0;750;0;181;1;0;sc/ui.sc;icon_hero_archerQueen;unit_archerQueen_big;sc/info_archer.sc;unit_archerQueen_small;sc/ui.sc;ArcherQueen arrow lvl1;ArcherQueen arrow rage;0;Hero Deploy;0;0;Archer Queen Hit;0;;;;;0;0;0;0;0;0;0;1000;25;25;Building Ready;12;0;Elixir;0;Archer Queen Scream;70;-50;300;0;;0;2500;3600;;0;34;21;195;Archer;5;;300;150;0;0;TID_HERO_ABILITY_QUEEN_TITLE;TID_HERO_ABILITY_QUEEN_DESC;icon_hero_archerQueen_ability1;unit_archerQueen_ability1_big;0;51;29;1300;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;500;0;-50;;0;;0;;ArcherQueenDefault;0;0;0;0;;0;0;F
Archer Queen;7;TID_ARCHER_QUEEN;TID_HERO_INSTRUCTIONS_QUEEN;300;821;16;DarkElixir;18000;9;500;0;750;0;185;1;0;sc/ui.sc;icon_hero_archerQueen;unit_archerQueen_big;sc/info_archer.sc;unit_archerQueen_small;sc/ui.sc;ArcherQueen arrow lvl1;ArcherQueen arrow rage;0;Hero Deploy;0;0;Archer Queen Hit;0;;;;;0;0;0;0;0;0;0;1000;25;25;Building Ready;12;0;Elixir;0;Archer Queen Scream;70;-50;300;0;;0;2500;3600;;0;34;21;195;Archer;5;;300;150;0;0;TID_HERO_ABILITY_QUEEN_TITLE;TID_HERO_ABILITY_QUEEN_DESC;icon_hero_archerQueen_ability1;unit_archerQueen_ability1_big;0;51;29;1300;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;500;0;-50;;0;;0;;ArcherQueenDefault;0;0;0;0;;0;0;F
Archer Queen;8;TID_ARCHER_QUEEN;TID_HERO_INSTRUCTIONS_QUEEN;300;838;18;DarkElixir;19000;9;500;0;750;0;190;1;0;sc/ui.sc;icon_hero_archerQueen;unit_archerQueen_big;sc/info_archer.sc;unit_archerQueen_small;sc/ui.sc;ArcherQueen arrow lvl1;ArcherQueen arrow rage;0;Hero Deploy;0;0;Archer Queen Hit;0;;;;;0;0;0;0;0;0;0;1000;25;25;Building Ready;12;0;Elixir;0;Archer Queen Scream;70;-50;300;0;;0;2500;3600;;0;34;21;195;Archer;5;;300;150;0;0;TID_HERO_ABILITY_QUEEN_TITLE;TID_HERO_ABILITY_QUEEN_DESC;icon_hero_archerQueen_ability1;unit_archerQueen_ability1_big;0;51;29;1300;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;500;0;-50;;0;;0;;ArcherQueenDefault;0;0;0;0;;0;0;F
Archer Queen;9;TID_ARCHER_QUEEN;TID_HERO_INSTRUCTIONS_QUEEN;300;856;20;DarkElixir;20000;9;500;0;750;0;194;1;0;sc/ui.sc;icon_hero_archerQueen;unit_archerQueen_big;sc/info_archer.sc;unit_archerQueen_small;sc/ui.sc;ArcherQueen arrow lvl1;ArcherQueen arrow rage;0;Hero Deploy;0;0;Archer Queen Hit;0;;;;;0;0;0;0;0;0;0;1000;25;25;Building Ready;12;0;Elixir;0;Archer Queen Scream;70;-50;300;0;;0;2500;3600;;0;34;21;195;Archer;5;;300;150;0;0;TID_HERO_ABILITY_QUEEN_TITLE;TID_HERO_ABILITY_QUEEN_DESC;icon_hero_archerQueen_ability1;unit_archerQueen_ability1_big;0;51;29;1300;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;500;0;-50;;0;;0;;ArcherQueenDefault;0;0;0;0;;0;0;F
Archer Queen;10;TID_ARCHER_QUEEN;TID_HERO_INSTRUCTIONS_QUEEN;300;874;22;DarkElixir;22000;9;500;0;750;0;199;1;0;sc/ui.sc;icon_hero_archerQueen;unit_archerQueen_big;sc/info_archer.sc;unit_archerQueen_small;sc/ui.sc;ArcherQueen arrow lvl1;ArcherQueen arrow rage;0;Hero Deploy;0;0;Archer Queen Hit;0;;;;;0;0;0;0;0;0;0;1000;25;25;Building Ready;14;0;Elixir;0;Archer Queen Scream;70;-50;300;0;;0;2500;3800;;0;34;21;195;Archer;6;;355;175;0;0;TID_HERO_ABILITY_QUEEN_TITLE;TID_HERO_ABILITY_QUEEN_DESC;icon_hero_archerQueen_ability1;unit_archerQueen_ability1_big;0;52;30;1300;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;500;0;-50;;0;;0;;ArcherQueenDefault;0;0;0;0;;0;0;F
Archer Queen;11;TID_ARCHER_QUEEN;TID_HERO_INSTRUCTIONS_QUEEN;300;892;24;DarkElixir;24000;9;500;0;750;0;204;1;0;sc/ui.sc;icon_hero_archerQueen;unit_archerQueen_big;sc/info_archer.sc;unit_archerQueen_small;sc/ui.sc;ArcherQueen arrow lvl1;ArcherQueen arrow rage;0;Hero Deploy;0;0;Archer Queen Hit;0;;;;;0;0;0;0;0;0;0;1000;25;25;Building Ready;14;0;Elixir;0;Archer Queen Scream;70;-50;300;0;;0;2500;3800;;0;34;21;195;Archer;6;;355;175;0;0;TID_HERO_ABILITY_QUEEN_TITLE;TID_HERO_ABILITY_QUEEN_DESC;icon_hero_archerQueen_ability1;unit_archerQueen_ability1_big;0;52;30;1300;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;500;0;-50;;0;;0;;ArcherQueenDefault;0;0;0;0;;0;0;F
Archer Queen;12;TID_ARCHER_QUEEN;TID_HERO_INSTRUCTIONS_QUEEN;300;911;32;DarkElixir;26000;9;500;0;750;0;209;1;0;sc/ui.sc;icon_hero_archerQueen;unit_archerQueen_big;sc/info_archer.sc;unit_archerQueen_small;sc/ui.sc;ArcherQueen arrow lvl1;ArcherQueen arrow rage;0;Hero Deploy;0;0;Archer Queen Hit;0;;;;;0;0;0;0;0;0;0;1000;25;25;Building Ready;14;0;Elixir;0;Archer Queen Scream;70;-50;300;0;;0;2500;3800;;0;34;21;195;Archer;6;;355;175;0;0;TID_HERO_ABILITY_QUEEN_TITLE;TID_HERO_ABILITY_QUEEN_DESC;icon_hero_archerQueen_ability1;unit_archerQueen_ability1_big;0;52;30;1300;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;500;0;-50;;0;;0;;ArcherQueenDefault;0;0;0;0;;0;0;F
Archer Queen;13;TID_ARCHER_QUEEN;TID_HERO_INSTRUCTIONS_QUEEN;300;930;40;DarkElixir;28000;9;500;0;750;0;215;1;0;sc/ui.sc;icon_hero_archerQueen;unit_archerQueen_big;sc/info_archer.sc;unit_archerQueen_small;sc/ui.sc;ArcherQueen arrow lvl1;ArcherQueen arrow rage;0;Hero Deploy;0;0;Archer Queen Hit;0;;;;;0;0;0;0;0;0;0;1000;25;25;Building Ready;14;0;Elixir;0;Archer Queen Scream;70;-50;300;0;;0;2500;3800;;0;34;21;195;Archer;6;;355;175;0;0;TID_HERO_ABILITY_QUEEN_TITLE;TID_HERO_ABILITY_QUEEN_DESC;icon_hero_archerQueen_ability1;unit_archerQueen_ability1_big;0;52;30;1300;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;500;0;-50;;0;;0;;ArcherQueenDefault;0;0;0;0;;0;0;F
Archer Queen;14;TID_ARCHER_QUEEN;TID_HERO_INSTRUCTIONS_QUEEN;300;949;48;DarkElixir;30000;9;500;0;750;0;220;1;0;sc/ui.sc;icon_hero_archerQueen;unit_archerQueen_big;sc/info_archer.sc;unit_archerQueen_small;sc/ui.sc;ArcherQueen arrow lvl1;ArcherQueen arrow rage;0;Hero Deploy;0;0;Archer Queen Hit;0;;;;;0;0;0;0;0;0;0;1000;25;25;Building Ready;14;0;Elixir;0;Archer Queen Scream;70;-50;300;0;;0;2500;3800;;0;34;21;195;Archer;6;;355;175;0;0;TID_HERO_ABILITY_QUEEN_TITLE;TID_HERO_ABILITY_QUEEN_DESC;icon_hero_archerQueen_ability1;unit_archerQueen_ability1_big;0;52;30;1300;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;500;0;-50;;0;;0;;ArcherQueenDefault;0;0;0;0;;0;0;F
Archer Queen;15;TID_ARCHER_QUEEN;TID_HERO_INSTRUCTIONS_QUEEN;300;969;48;DarkElixir;32000;9;500;0;750;0;226;1;0;sc/ui.sc;icon_hero_archerQueen;unit_archerQueen_big;sc/info_archer.sc;unit_archerQueen_small;sc/ui.sc;ArcherQueen arrow lvl1;ArcherQueen arrow rage;0;Hero Deploy;0;0;Archer Queen Hit;0;;;;;0;0;0;0;0;0;0;1000;25;25;Building Ready;16;0;Elixir;0;Archer Queen Scream;70;-50;300;0;;0;2500;4000;;0;34;21;195;Archer;7;;416;200;0;0;TID_HERO_ABILITY_QUEEN_TITLE;TID_HERO_ABILITY_QUEEN_DESC;icon_hero_archerQueen_ability1;unit_archerQueen_ability1_big;0;53;31;1300;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;500;0;-50;;0;;0;;ArcherQueenDefault;0;0;0;0;;0;0;F
Archer Queen;16;TID_ARCHER_QUEEN;TID_HERO_INSTRUCTIONS_QUEEN;300;990;48;DarkElixir;34000;9;500;0;750;0;231;1;0;sc/ui.sc;icon_hero_archerQueen;unit_archerQueen_big;sc/info_archer.sc;unit_archerQueen_small;sc/ui.sc;ArcherQueen arrow lvl1;ArcherQueen arrow rage;0;Hero Deploy;0;0;Archer Queen Hit;0;;;;;0;0;0;0;0;0;0;1000;25;25;Building Ready;16;0;Elixir;0;Archer Queen Scream;70;-50;300;0;;0;2500;4000;;0;34;21;195;Archer;7;;416;200;0;0;TID_HERO_ABILITY_QUEEN_TITLE;TID_HERO_ABILITY_QUEEN_DESC;icon_hero_archerQueen_ability1;unit_archerQueen_ability1_big;0;53;31;1300;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;500;0;-50;;0;;0;;ArcherQueenDefault;0;0;0;0;;0;0;F
Archer Queen;17;TID_ARCHER_QUEEN;TID_HERO_INSTRUCTIONS_QUEEN;300;1010;48;DarkElixir;36000;9;500;0;750;0;237;1;0;sc/ui.sc;icon_hero_archerQueen;unit_archerQueen_big;sc/info_archer.sc;unit_archerQueen_small;sc/ui.sc;ArcherQueen arrow lvl1;ArcherQueen arrow rage;0;Hero Deploy;0;0;Archer Queen Hit;0;;;;;0;0;0;0;0;0;0;1000;25;25;Building Ready;16;0;Elixir;0;Archer Queen Scream;70;-50;300;0;;0;2500;4000;;0;34;21;195;Archer;7;;416;200;0;0;TID_HERO_ABILITY_QUEEN_TITLE;TID_HERO_ABILITY_QUEEN_DESC;icon_hero_archerQueen_ability1;unit_archerQueen_ability1_big;0;53;31;1300;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;500;0;-50;;0;;0;;ArcherQueenDefault;0;0;0;0;;0;0;F
Archer Queen;18;TID_ARCHER_QUEEN;TID_HERO_INSTRUCTIONS_QUEEN;300;1032;48;DarkElixir;38000;9;500;0;750;0;243;1;0;sc/ui.sc;icon_hero_archerQueen;unit_archerQueen_big;sc/info_archer.sc;unit_archerQueen_small;sc/ui.sc;ArcherQueen arrow lvl1;ArcherQueen arrow rage;0;Hero Deploy;0;0;Archer Queen Hit;0;;;;;0;0;0;0;0;0;0;1000;25;25;Building Ready;16;0;Elixir;0;Archer Queen Scream;70;-50;300;0;;0;2500;4000;;0;34;21;195;Archer;7;;416;200;0;0;TID_HERO_ABILITY_QUEEN_TITLE;TID_HERO_ABILITY_QUEEN_DESC;icon_hero_archerQueen_ability1;unit_archerQueen_ability1_big;0;53;31;1300;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;500;0;-50;;0;;0;;ArcherQueenDefault;0;0;0;0;;0;0;F
Archer Queen;19;TID_ARCHER_QUEEN;TID_HERO_INSTRUCTIONS_QUEEN;300;1053;60;DarkElixir;40000;9;500;0;750;0;249;1;0;sc/ui.sc;icon_hero_archerQueen;unit_archerQueen_big;sc/info_archer.sc;unit_archerQueen_small;sc/ui.sc;ArcherQueen arrow lvl1;ArcherQueen arrow rage;0;Hero Deploy;0;0;Archer Queen Hit;0;;;;;0;0;0;0;0;0;0;1000;25;25;Building Ready;16;0;Elixir;0;Archer Queen Scream;70;-50;300;0;;0;2500;4000;;0;34;21;195;Archer;7;;416;200;0;0;TID_HERO_ABILITY_QUEEN_TITLE;TID_HERO_ABILITY_QUEEN_DESC;icon_hero_archerQueen_ability1;unit_archerQueen_ability1_big;0;53;31;1300;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;500;0;-50;;0;;0;;ArcherQueenDefault;0;0;0;0;;0;0;F
Archer Queen;20;TID_ARCHER_QUEEN;TID_HERO_INSTRUCTIONS_QUEEN;300;1076;60;DarkElixir;42000;9;500;0;750;0;255;1;0;sc/ui.sc;icon_hero_archerQueen;unit_archerQueen_big;sc/info_archer.sc;unit_archerQueen_small;sc/ui.sc;ArcherQueen arrow lvl2;ArcherQueen arrow rage;0;Hero Deploy;0;0;Archer Queen Hit;0;;;;;0;0;0;0;0;0;0;1000;25;25;Building Ready;18;0;Elixir;0;Archer Queen Scream;70;-50;300;0;;0;2500;4200;;0;34;21;195;Archer;8;;483;225;0;0;TID_HERO_ABILITY_QUEEN_TITLE;TID_HERO_ABILITY_QUEEN_DESC;icon_hero_archerQueen_ability1;unit_archerQueen_ability1_big;0;54;32;1300;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;500;0;-50;;0;;0;;ArcherQueenDefault;0;0;0;0;;0;0;F
Archer Queen;21;TID_ARCHER_QUEEN;TID_HERO_INSTRUCTIONS_QUEEN;300;1098;60;DarkElixir;44000;9;500;0;750;0;262;1;0;sc/ui.sc;icon_hero_archerQueen;unit_archerQueen_big;sc/info_archer.sc;unit_archerQueen_small;sc/ui.sc;ArcherQueen arrow lvl2;ArcherQueen arrow rage;0;Hero Deploy;0;0;Archer Queen Hit;0;;;;;0;0;0;0;0;0;0;1000;25;25;Building Ready;18;0;Elixir;0;Archer Queen Scream;70;-50;300;0;;0;2500;4200;;0;34;21;195;Archer;8;;483;225;0;0;TID_HERO_ABILITY_QUEEN_TITLE;TID_HERO_ABILITY_QUEEN_DESC;icon_hero_archerQueen_ability1;unit_archerQueen_ability1_big;0;54;32;1300;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;500;0;-50;;0;;0;;ArcherQueenDefault;0;0;0;0;;0;0;F
Archer Queen;22;TID_ARCHER_QUEEN;TID_HERO_INSTRUCTIONS_QUEEN;300;1121;60;DarkElixir;46000;9;500;0;750;0;268;1;0;sc/ui.sc;icon_hero_archerQueen;unit_archerQueen_big;sc/info_archer.sc;unit_archerQueen_small;sc/ui.sc;ArcherQueen arrow lvl2;ArcherQueen arrow rage;0;Hero Deploy;0;0;Archer Queen Hit;0;;;;;0;0;0;0;0;0;0;1000;25;25;Building Ready;18;0;Elixir;0;Archer Queen Scream;70;-50;300;0;;0;2500;4200;;0;34;21;195;Archer;8;;483;225;0;0;TID_HERO_ABILITY_QUEEN_TITLE;TID_HERO_ABILITY_QUEEN_DESC;icon_hero_archerQueen_ability1;unit_archerQueen_ability1_big;0;54;32;1300;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;500;0;-50;;0;;0;;ArcherQueenDefault;0;0;0;0;;0;0;F
Archer Queen;23;TID_ARCHER_QUEEN;TID_HERO_INSTRUCTIONS_QUEEN;300;1145;60;DarkElixir;48000;9;500;0;750;0;275;1;0;sc/ui.sc;icon_hero_archerQueen;unit_archerQueen_big;sc/info_archer.sc;unit_archerQueen_small;sc/ui.sc;ArcherQueen arrow lvl2;ArcherQueen arrow rage;0;Hero Deploy;0;0;Archer Queen Hit;0;;;;;0;0;0;0;0;0;0;1000;25;25;Building Ready;18;0;Elixir;0;Archer Queen Scream;70;-50;300;0;;0;2500;4200;;0;34;21;195;Archer;8;;483;225;0;0;TID_HERO_ABILITY_QUEEN_TITLE;TID_HERO_ABILITY_QUEEN_DESC;icon_hero_archerQueen_ability1;unit_archerQueen_ability1_big;0;54;32;1300;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;500;0;-50;;0;;0;;ArcherQueenDefault;0;0;0;0;;0;0;F
Archer Queen;24;TID_ARCHER_QUEEN;TID_HERO_INSTRUCTIONS_QUEEN;300;1169;72;DarkElixir;50000;9;500;0;750;0;282;1;0;sc/ui.sc;icon_hero_archerQueen;unit_archerQueen_big;sc/info_archer.sc;unit_archerQueen_small;sc/ui.sc;ArcherQueen arrow lvl2;ArcherQueen arrow rage;0;Hero Deploy;0;0;Archer Queen Hit;0;;;;;0;0;0;0;0;0;0;1000;25;25;Building Ready;18;0;Elixir;0;Archer Queen Scream;70;-50;300;0;;0;2500;4200;;0;34;21;195;Archer;8;;483;225;0;0;TID_HERO_ABILITY_QUEEN_TITLE;TID_HERO_ABILITY_QUEEN_DESC;icon_hero_archerQueen_ability1;unit_archerQueen_ability1_big;0;54;32;1300;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;500;0;-50;;0;;0;;ArcherQueenDefault;0;0;0;0;;0;0;F
