Name;BuildingLevel;TID;InfoTID;BuildingClass;SecondaryTargetingClass;ShopBuildingClass;SWF;ExportName;ExportNameNpc;ExportNameConstruction;ExportNameLocked;BuildTimeD;BuildTimeH;BuildTimeM;BuildTimeS;BuildResource;BuildCost;TownHallLevel;CapitalHallLevel;Width;Height;Icon;ExportNameBuildAnim;ExportNameUpgradeAnim;MaxStoredGold;MaxStoredElixir;MaxStoredDarkElixir;MaxStoredWarGold;MaxStoredWarElixir;MaxStoredWarDarkElixir;MaxStoredGold2;MaxStoredElixir2;PercentageStoredGold;PercentageStoredElixir;PercentageStoredDarkElixir;LootOnDestruction;Bunker;Village2Housing;HousingSpace;HousingSpaceAlt;HousingSpaceSiege;ProducesResource;ResourcePer100Hours;ResourceMax;ResourceIconLimit;UnitProduction;UpgradesUnitType;ProducesUnitsOfType;LevelRequirementTID;BoostCost;FreeBoost;Hitpoints;RegenTime;AttackRange;AltAttackMode;AltAttackRange;PrepareSpeed;AttackSpeed;AltAttackSpeed;CoolDownOverride;DPS;AltDPS;Damage;PreferredTarget;PreferredTargetDamageMod;RandomHitPosition;DestroyEffect;DestroyDamageEffect;AttackEffect;AttackEffect2;ChainAttackDistance;ChainAttackMaxTargets;ChainAttackDelay;ChainAttackDamageReductionPercent;AttackEffectAlt;HitEffect;Projectile;AltProjectile;ExportNameDamagedSWF;ExportNameDamaged;BuildingW;BuildingH;BaseGfx;ExportNameBase;AirTargets;GroundTargets;MultiTargets;NumMultiTargets;AltAirTargets;AltGroundTargets;AltMultiTargets;AmmoCount;AmmoResource;AmmoCost;MinAttackRange;DamageRadius;PushBack;WallCornerPieces;LoadAmmoEffect;NoAmmoEffect;ToggleAttackModeEffect;PickUpEffect;PlacingEffect;AnimateTurret;DefenderCharacter;DefenderCount;DefenderZ;AltDefenderZ;DestructionXP;Locked;StartingHomeCount;Hidden;AOESpell;AOESpellAlternate;TriggerRadius;ExportNameTriggered;AppearEffect;ForgesSpells;ForgesMiniSpells;IsHeroBarrack;HeroType;IncreasingDamage;DPSLv2;DPSLv3;DPSMulti;Lv2SwitchTime;Lv3SwitchTime;AttackEffectLv2;AttackEffectLv3;TransitionEffectLv2;TransitionEffectLv3;AltNumMultiTargets;PreventsHealing;StrengthWeight;AlternatePickNewTargetDelay;AltBuildResource;SpeedMod;StatusEffectTime;ShockwavePushStrength;ShockwaveArcLength;ShockwaveExpandRadius;TargetingConeAngle;AimRotateStep;PenetratingProjectile;PenetratingRadius;PenetratingExtraRange;TurnSpeed;NeedsAim;TargetGroups;TargetGroupsRadius;HitSpell;HitSpellLevel;ExportNameBeamStart;ExportNameBeamEnd;Damage2;Damage2Radius;Damage2Delay;Damage2Min;Damage2FalloffStart;Damage2FalloffEnd;HitEffect2;WakeUpSpeed;WakeUpSpace;PreAttackEffect;ShareHeroCombatData;BurstCount;BurstDelay;AltBurstCount;AltBurstDelay;DummyProjectileCount;DieDamage;DieDamageRadius;DieDamageEffect;DieDamageDelay;IsRed;VillageType;WallBlockX;WallBlockY;RedMul;GreenMul;BlueMul;RedAdd;GreenAdd;BlueAdd;DefenceTroopCount;DefenceTroopCharacter;DefenceTroopCharacter2;DefenceTroopLevel;AmountCanBeUpgraded;SelfAsAoeCenter;NewTargetAttackDelay;GearUpBuilding;GearUpLevelRequirement;GearUpResource;GearUpCost;GearUpTime;GearUpTID;StartUpgradeBoosterCost;ActivateCombatOnDamageTaken;ActivatedCombatAddBuildingClass;CombatActivationDelay;CombatActivationEffect;Weapon;HintPriority;UpgradeTasks;UpgradeTasksRequired;AnimationActionFrame;SpellOnNearbyDamage;DamagePermilHp;ProjectileVariantByTargetMaxHP;DefaultProjectileVariant;PreviewScenario;CustomTargetHitBuildingInRange;UnlockWeaponMode
Wall;16;TID_BUILDING_WALL;TID_WALL_INFO;Wall;Resource;0;sc/buildings.sc;defense_wall_lvl16;goblin_townhall_lvl1;dummy_particle;0;0;0;0;0;Gold;8000000;15;15;1;1;0;dummy_particle;0;5000000;5000000;20000;0;0;0;0;0;0;0;20;;;0;80;0;0;Gold;630000;350000;900;105;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;5;;13500;29;1000;;700;0;500;250;0;145;290;0;0;0;;wall_lvl13_destroyed;0;Archer Attack;0;0;0;0;0;0;Explosive Arrow;Tower Arrow Fire3;Tower Arrow Fire3 LOW;0;wall_destructed_lvl13;2;2;0;defense_tower_turret_base;TRUE;;;0;;;;0;0;0;0;0;0;Synced;0;0;Bow Target;Weak Wall Pickup;Weak Wall Placing;;Archer11;3;180;100;15;;1;;0;0;0;0;0;;;;0;;0;0;0;0;0;0;0;0;0;0;;200;0;Elixir;0;0;0;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;4;192;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;200;;0;Archer Tower2;5;Gold;4000000;10080;TID_GEAR_UP_ARCHER_TOWER;8;1;Defense;500;0;Townhall15;50;0;0;0;0;0;0;0;AirAndGroundDefense;;0
Wizard Tower;1;TID_BUILDING_WIZARD_TOWER;TID_WIZARD_TOWER_INFO;Defense;Resource;0;sc/buildings.sc;wizard_tower_lvl1;goblin_townhall_lvl1;wizard_tower_const;0;0;3;0;0;Gold;120000;5;5;3;3;0;wizard_tower_upg;0;5000000;5000000;20000;0;0;0;0;0;0;0;20;;;0;80;0;0;Gold;630000;350000;900;105;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;5;;620;15;700;;700;0;1300;250;0;11;290;0;0;0;;Building Destroyed;0;WizardTower_attack;0;0;0;0;0;0;Wizard Tower hit;wizardTower_projectile;Tower Arrow Fire3 LOW;0;rock_destructed_tiles3;2;2;0;wizard_tower_base;TRUE;TRUE;;0;;;;0;0;0;0;100;0;Synced;0;0;Bow Target;Wizard Tower Pickup;Wizard Tower Placing;;Wizard;1;155;100;15;;1;;0;0;0;0;0;;;;0;;0;0;0;0;0;0;0;0;0;0;;450;0;Elixir;0;0;0;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;4;192;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;200;;0;Archer Tower2;5;Gold;4000000;10080;TID_GEAR_UP_ARCHER_TOWER;8;1;Defense;500;0;Townhall15;150;0;0;0;0;0;0;0;Defense;;0
Wizard Tower;2;TID_BUILDING_WIZARD_TOWER;TID_WIZARD_TOWER_INFO;Defense;Resource;0;sc/buildings.sc;wizard_tower_lvl4;goblin_townhall_lvl1;wizard_tower_const;0;0;8;0;0;Gold;220000;5;5;3;3;0;wizard_tower_upg;0;5000000;5000000;20000;0;0;0;0;0;0;0;20;;;0;80;0;0;Gold;630000;350000;900;105;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;5;;650;16;700;;700;0;1300;250;0;13;290;0;0;0;;Building Destroyed;0;WizardTower_attack;0;0;0;0;0;0;Wizard Tower hit;wizardTower_projectile;Tower Arrow Fire3 LOW;0;rock_destructed_tiles3;2;2;0;wizard_tower_base;TRUE;;;0;;;;0;0;0;0;100;0;Synced;0;0;Bow Target;Wizard Tower Pickup;Wizard Tower Placing;;Wizard;1;155;100;15;;1;;0;0;0;0;0;;;;0;;0;0;0;0;0;0;0;0;0;0;;420;0;Elixir;0;0;0;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;4;192;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;200;;0;Archer Tower2;5;Gold;4000000;10080;TID_GEAR_UP_ARCHER_TOWER;8;1;Defense;500;0;Townhall15;150;0;0;0;0;0;0;0;Defense;;0
Wizard Tower;3;TID_BUILDING_WIZARD_TOWER;TID_WIZARD_TOWER_INFO;Defense;Resource;0;sc/buildings.sc;wizard_tower_lvl7;goblin_townhall_lvl1;wizard_tower_const;0;0;12;0;0;Gold;420000;6;6;3;3;0;wizard_tower_upg;0;5000000;5000000;20000;0;0;0;0;0;0;0;20;;;0;80;0;0;Gold;630000;350000;900;105;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;5;;680;17;700;;700;0;1300;250;0;16;290;0;0;0;;Building Destroyed;0;WizardTower_attack;0;0;0;0;0;0;Wizard Tower hit;wizardTower_projectile;Tower Arrow Fire3 LOW;0;rock_destructed_tiles3;2;2;0;wizard_tower_base;TRUE;;;0;;;;0;0;0;0;100;0;Synced;0;0;Bow Target;Wizard Tower Pickup;Wizard Tower Placing;;Wizard2;1;155;100;15;;1;;0;0;0;0;0;;;;0;;0;0;0;0;0;0;0;0;0;0;;390;0;Elixir;0;0;0;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;4;192;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;200;;0;Archer Tower2;5;Gold;4000000;10080;TID_GEAR_UP_ARCHER_TOWER;8;1;Defense;500;0;Townhall15;150;0;0;0;0;0;0;0;Defense;;0
Wizard Tower;4;TID_BUILDING_WIZARD_TOWER;TID_WIZARD_TOWER_INFO;Defense;Resource;0;sc/buildings.sc;wizard_tower_lvl8;goblin_townhall_lvl1;wizard_tower_const;0;0;18;0;0;Gold;720000;7;7;3;3;0;wizard_tower_upg;0;5000000;5000000;20000;0;0;0;0;0;0;0;20;;;0;80;0;0;Gold;630000;350000;900;105;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;5;;730;18;700;;700;0;1300;250;0;20;290;0;0;0;;Building Destroyed;0;WizardTower_attack;0;0;0;0;0;0;Wizard Tower hit;wizardTower_projectile;Tower Arrow Fire3 LOW;0;rock_destructed_tiles3;2;2;0;wizard_tower_base;TRUE;;;0;;;;0;0;0;0;100;0;Synced;0;0;Bow Target;Wizard Tower Pickup;Wizard Tower Placing;;Wizard2;1;155;100;15;;1;;0;0;0;0;0;;;;0;;0;0;0;0;0;0;0;0;0;0;;360;0;Elixir;0;0;0;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;4;192;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;200;;0;Archer Tower2;5;Gold;4000000;10080;TID_GEAR_UP_ARCHER_TOWER;8;1;Defense;500;0;Townhall15;150;0;0;0;0;0;0;0;Defense;;0
Wizard Tower;5;TID_BUILDING_WIZARD_TOWER;TID_WIZARD_TOWER_INFO;Defense;Resource;0;sc/buildings.sc;wizard_tower_lvl9;goblin_townhall_lvl1;wizard_tower_const;0;1;0;0;0;Gold;920000;8;8;3;3;0;wizard_tower_upg;0;5000000;5000000;20000;0;0;0;0;0;0;0;20;;;0;80;0;0;Gold;630000;350000;900;105;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;5;;840;19;700;;700;0;1300;250;0;24;290;0;0;0;;Building Destroyed;0;WizardTower_attack2;0;0;0;0;0;0;Wizard Tower hit;wizardTower_projectile2;Tower Arrow Fire3 LOW;0;rock_destructed_tiles3;2;2;0;wizard_tower_base;TRUE;;;0;;;;0;0;0;0;100;0;Synced;0;0;Bow Target;Wizard Tower Pickup;Wizard Tower Placing;;Wizard3;1;155;100;15;;1;;0;0;0;0;0;;;;0;;0;0;0;0;0;0;0;0;0;0;;330;0;Elixir;0;0;0;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;4;192;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;200;;0;Archer Tower2;5;Gold;4000000;10080;TID_GEAR_UP_ARCHER_TOWER;8;1;Defense;500;0;Townhall15;150;0;0;0;0;0;0;0;Defense;;0
Wizard Tower;6;TID_BUILDING_WIZARD_TOWER;TID_WIZARD_TOWER_INFO;Defense;Resource;0;sc/buildings.sc;wizard_tower_lvl10;goblin_townhall_lvl1;wizard_tower_const;0;1;12;0;0;Gold;1200000;8;8;3;3;0;wizard_tower_upg;0;5000000;5000000;20000;0;0;0;0;0;0;0;20;;;0;80;0;0;Gold;630000;350000;900;105;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;5;;960;20;700;;700;0;1300;250;0;32;290;0;0;0;;Building Destroyed;0;WizardTower_attack2;0;0;0;0;0;0;Wizard Tower hit;wizardTower_projectile2;Tower Arrow Fire3 LOW;0;rock_destructed_tiles3;2;2;0;wizard_tower_base;TRUE;;;0;;;;0;0;0;0;100;0;Synced;0;0;Bow Target;Wizard Tower Pickup;Wizard Tower Placing;;Wizard3;1;155;100;15;;1;;0;0;0;0;0;;;;0;;0;0;0;0;0;0;0;0;0;0;;300;0;Elixir;0;0;0;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;4;192;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;200;;0;Archer Tower2;5;Gold;4000000;10080;TID_GEAR_UP_ARCHER_TOWER;8;1;Defense;500;0;Townhall15;150;0;0;0;0;0;0;0;Defense;;0
Wizard Tower;7;TID_BUILDING_WIZARD_TOWER;TID_WIZARD_TOWER_INFO;Defense;Resource;0;sc/buildings.sc;wizard_tower_lvl11;goblin_townhall_lvl1;wizard_tower_const;0;2;0;0;0;Gold;2200000;9;9;3;3;0;wizard_tower_upg;0;5000000;5000000;20000;0;0;0;0;0;0;0;20;;;0;80;0;0;Gold;630000;350000;900;105;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;5;;1200;21;700;;700;0;1300;250;0;40;290;0;0;0;;Building Destroyed;0;WizardTower_attack2;0;0;0;0;0;0;Wizard Tower hit;wizardTower_projectile2;Tower Arrow Fire3 LOW;0;rock_destructed_tiles3;2;2;0;wizard_tower_base;TRUE;;;0;;;;0;0;0;0;100;0;Synced;0;0;Bow Target;Wizard Tower Pickup;Wizard Tower Placing;;Wizard6;1;155;100;15;;1;;0;0;0;0;0;;;;0;;0;0;0;0;0;0;0;0;0;0;;270;0;Elixir;0;0;0;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;4;192;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;200;;0;Archer Tower2;5;Gold;4000000;10080;TID_GEAR_UP_ARCHER_TOWER;8;1;Defense;500;0;Townhall15;150;0;0;0;0;0;0;0;Defense;;0
Wizard Tower;8;TID_BUILDING_WIZARD_TOWER;TID_WIZARD_TOWER_INFO;Defense;Resource;0;sc/buildings.sc;wizard_tower_lvl12;goblin_townhall_lvl1;wizard_tower_const;0;3;0;0;0;Gold;2700000;10;10;3;3;0;wizard_tower_upg;0;5000000;5000000;20000;0;0;0;0;0;0;0;20;;;0;80;0;0;Gold;630000;350000;900;105;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;5;;1440;21;700;;700;0;1300;250;0;45;290;0;0;0;;Building Destroyed;0;WizardTower_attack3;0;0;0;0;0;0;Wizard Tower hit;wizardTower_projectile3;Tower Arrow Fire3 LOW;0;rock_destructed_tiles3;2;2;0;wizard_tower_base;TRUE;;;0;;;;0;0;0;0;100;0;Synced;0;0;Bow Target;Wizard Tower Pickup;Wizard Tower Placing;;Wizard6;1;135;100;15;;1;;0;0;0;0;0;;;;0;;0;0;0;0;0;0;0;0;0;0;;240;0;Elixir;0;0;0;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;4;192;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;200;;0;Archer Tower2;5;Gold;4000000;10080;TID_GEAR_UP_ARCHER_TOWER;8;1;Defense;500;0;Townhall15;150;0;0;0;0;0;0;0;Defense;;0
Wizard Tower;9;TID_BUILDING_WIZARD_TOWER;TID_WIZARD_TOWER_INFO;Defense;Resource;0;sc/buildings.sc;wizard_tower_lvl13;goblin_townhall_lvl1;wizard_tower_const;0;5;6;0;0;Gold;3700000;10;10;3;3;0;wizard_tower_upg;0;5000000;5000000;20000;0;0;0;0;0;0;0;20;;;0;80;0;0;Gold;630000;350000;900;105;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;5;;1680;21;700;;700;0;1300;250;0;50;290;0;0;0;;Building Destroyed;0;WizardTower_attack3;0;0;0;0;0;0;Wizard Tower hit;wizardTower_projectile3;Tower Arrow Fire3 LOW;0;rock_destructed_tiles3;2;2;0;wizard_tower_base;TRUE;;;0;;;;0;0;0;0;100;0;Synced;0;0;Bow Target;Wizard Tower Pickup;Wizard Tower Placing;;Wizard7;1;135;100;15;;1;;0;0;0;0;0;;;;0;;0;0;0;0;0;0;0;0;0;0;;240;0;Elixir;0;0;0;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;4;192;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;200;;0;Archer Tower2;5;Gold;4000000;10080;TID_GEAR_UP_ARCHER_TOWER;8;1;Defense;500;0;Townhall15;150;0;0;0;0;0;0;0;Defense;;0
Wizard Tower;10;TID_BUILDING_WIZARD_TOWER;TID_WIZARD_TOWER_INFO;Defense;Resource;0;sc/buildings.sc;wizard_tower_lvl14;goblin_townhall_lvl1;wizard_tower_const;0;6;12;0;0;Gold;5200000;11;11;3;3;0;wizard_tower_upg;0;5000000;5000000;20000;0;0;0;0;0;0;0;20;;;0;80;0;0;Gold;630000;350000;900;105;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;5;;2000;21;700;;700;0;1300;250;0;62;290;0;0;0;;Building Destroyed;0;WizardTower_attack3;0;0;0;0;0;0;Wizard Tower hit;wizardTower_projectile4;Tower Arrow Fire3 LOW;0;rock_destructed_tiles3;2;2;0;wizard_tower_base;TRUE;;;0;;;;0;0;0;0;100;0;Synced;0;0;Bow Target;Wizard Tower Pickup;Wizard Tower Placing;;Wizard7;1;135;100;15;;1;;0;0;0;0;0;;;;0;;0;0;0;0;0;0;0;0;0;0;;240;0;Elixir;0;0;0;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;4;192;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;200;;0;Archer Tower2;5;Gold;4000000;10080;TID_GEAR_UP_ARCHER_TOWER;8;1;Defense;500;0;Townhall15;150;0;0;0;0;0;0;0;Defense;;0
Wizard Tower;11;TID_BUILDING_WIZARD_TOWER;TID_WIZARD_TOWER_INFO;Defense;Resource;0;sc/buildings.sc;wizard_tower_lvl15;goblin_townhall_lvl1;wizard_tower_const;0;9;18;0;0;Gold;7200000;12;12;3;3;0;wizard_tower_upg;0;5000000;5000000;20000;0;0;0;0;0;0;0;20;;;0;80;0;0;Gold;630000;350000;900;105;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;5;;2240;21;700;;700;0;1300;250;0;70;290;0;0;0;;Building Destroyed;0;WizardTower_attack3;0;0;0;0;0;0;Wizard Tower hit;wizardTower_projectile4;Tower Arrow Fire3 LOW;0;rock_destructed_tiles3;2;2;0;wizard_tower_base;TRUE;;;0;;;;0;0;0;0;100;0;Synced;0;0;Bow Target;Wizard Tower Pickup;Wizard Tower Placing;;Wizard8;1;135;100;15;;1;;0;0;0;0;0;;;;0;;0;0;0;0;0;0;0;0;0;0;;240;0;Elixir;0;0;0;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;4;192;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;200;;0;Archer Tower2;5;Gold;4000000;10080;TID_GEAR_UP_ARCHER_TOWER;8;1;Defense;500;0;Townhall15;150;0;0;0;0;0;0;0;Defense;;0
Wizard Tower;12;TID_BUILDING_WIZARD_TOWER;TID_WIZARD_TOWER_INFO;Defense;Resource;0;sc/buildings.sc;wizard_tower_lvl16;goblin_townhall_lvl1;wizard_tower_const;0;12;0;0;0;Gold;10700000;13;13;3;3;0;wizard_tower_upg;0;5000000;5000000;20000;0;0;0;0;0;0;0;20;;;0;80;0;0;Gold;630000;350000;900;105;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;5;;2480;21;700;;700;0;1300;250;0;78;290;0;0;0;;Building Destroyed;0;WizardTower_attack3;0;0;0;0;0;0;Wizard Tower hit;wizardTower_projectile4;Tower Arrow Fire3 LOW;0;rock_destructed_tiles3;2;2;0;wizard_tower_base;TRUE;;;0;;;;0;0;0;0;100;0;Synced;0;0;Bow Target;Wizard Tower Pickup;Wizard Tower Placing;;Wizard8;1;135;100;15;;1;;0;0;0;0;0;;;;0;;0;0;0;0;0;0;0;0;0;0;;240;0;Elixir;0;0;0;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;4;192;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;200;;0;Archer Tower2;5;Gold;4000000;10080;TID_GEAR_UP_ARCHER_TOWER;8;1;Defense;500;0;Townhall15;150;0;0;0;0;0;0;0;Defense;;0
Wizard Tower;13;TID_BUILDING_WIZARD_TOWER;TID_WIZARD_TOWER_INFO;Defense;Resource;0;sc/buildings.sc;wizard_tower_lvl17;goblin_townhall_lvl1;wizard_tower_const;0;12;18;0;0;Gold;12200000;13;13;3;3;0;wizard_tower_upg;0;5000000;5000000;20000;0;0;0;0;0;0;0;20;;;0;80;0;0;Gold;630000;350000;900;105;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;5;;2700;21;700;;700;0;1300;250;0;84;290;0;0;0;;Building Destroyed;0;WizardTower_attack3;0;0;0;0;0;0;Wizard Tower hit;wizardTower_projectile4;Tower Arrow Fire3 LOW;0;rock_destructed_tiles3;2;2;0;wizard_tower_base;TRUE;;;0;;;;0;0;0;0;100;0;Synced;0;0;Bow Target;Wizard Tower Pickup;Wizard Tower Placing;;Wizard9;1;135;100;15;;1;;0;0;0;0;0;;;;0;;0;0;0;0;0;0;0;0;0;0;;240;0;Elixir;0;0;0;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;4;192;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;200;;0;Archer Tower2;5;Gold;4000000;10080;TID_GEAR_UP_ARCHER_TOWER;8;1;Defense;500;0;Townhall15;150;0;0;0;0;0;0;0;Defense;;0
Wizard Tower;14;TID_BUILDING_WIZARD_TOWER;TID_WIZARD_TOWER_INFO;Defense;Resource;0;sc/buildings.sc;wizard_tower_lvl18;goblin_townhall_lvl1;wizard_tower_const;0;17;0;0;0;Gold;17200000;14;14;3;3;0;wizard_tower_upg;0;5000000;5000000;20000;0;0;0;0;0;0;0;20;;;0;80;0;0;Gold;630000;350000;900;105;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;5;;2900;21;700;;700;0;1300;250;0;90;290;0;0;0;;Building Destroyed;0;WizardTower_attack3;0;0;0;0;0;0;Wizard Tower hit;wizardTower_projectile4;Tower Arrow Fire3 LOW;0;rock_destructed_tiles3;2;2;0;wizard_tower_base;TRUE;;;0;;;;0;0;0;0;100;0;Synced;0;0;Bow Target;Wizard Tower Pickup;Wizard Tower Placing;;Wizard10;1;135;100;15;;1;;0;0;0;0;0;;;;0;;0;0;0;0;0;0;0;0;0;0;;240;0;Elixir;0;0;0;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;4;192;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;200;;0;Archer Tower2;5;Gold;4000000;10080;TID_GEAR_UP_ARCHER_TOWER;8;1;Defense;500;0;Townhall15;150;0;0;0;0;0;0;0;Defense;;0
Wizard Tower;15;TID_BUILDING_WIZARD_TOWER;TID_WIZARD_TOWER_INFO;Defense;Resource;0;sc/buildings.sc;wizard_tower_lvl19;goblin_townhall_lvl1;wizard_tower_const;0;18;0;0;0;Gold;19200000;15;15;3;3;0;wizard_tower_upg;0;5000000;5000000;20000;0;0;0;0;0;0;0;20;;;0;80;0;0;Gold;630000;350000;900;105;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;5;;3000;21;700;;700;0;1300;250;0;95;290;0;0;0;;Building Destroyed;0;WizardTower_attack3;0;0;0;0;0;0;Wizard Tower hit;wizardTower_projectile4;Tower Arrow Fire3 LOW;0;rock_destructed_tiles3;2;2;0;wizard_tower_base;TRUE;;;0;;;;0;0;0;0;100;0;Synced;0;0;Bow Target;Wizard Tower Pickup;Wizard Tower Placing;;Wizard11;1;135;100;15;;1;;0;0;0;0;0;;;;0;;0;0;0;0;0;0;0;0;0;0;;250;0;Elixir;0;0;0;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;4;192;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;200;;0;Archer Tower2;5;Gold;4000000;10080;TID_GEAR_UP_ARCHER_TOWER;8;1;Defense;500;0;Townhall15;150;0;0;0;0;0;0;0;Defense;;0
Air Defense;1;TID_BUILDING_AIR_DEFENSE;TID_AIR_DEFENSE_INFO;Defense;Resource;0;sc/buildings.sc;fireworks_tower_lvl1;goblin_townhall_lvl1;basic_turret_const;0;0;3;0;0;Gold;22000;4;4;3;3;0;fireworks_tower_upg;fireworks_tower_lvl1_upgrade;5000000;5000000;20000;0;0;0;0;0;0;0;20;;;0;80;0;0;Gold;630000;350000;900;105;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;5;;800;15;1000;;700;0;1000;250;0;80;290;0;0;0;;Building Destroyed;0;Air Defence Attack;0;0;0;0;0;0;Air Defence hit1;Firework;Tower Arrow Fire3 LOW;0;rockWood_destructed_tiles3;2;2;0;airdefence_tower_base;TRUE;FALSE;;0;;;;0;0;0;0;100;0;Synced;0;0;Bow Target;Air Defence Pickup;Air Defence Placing;;Wizard11;1;135;100;15;;1;;0;0;0;0;0;;;;0;;0;0;0;0;0;0;0;0;0;0;;50;0;Elixir;0;0;0;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;4;192;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;200;;0;Archer Tower2;5;Gold;4000000;10080;TID_GEAR_UP_ARCHER_TOWER;8;1;Defense;500;0;Townhall15;150;0;0;0;0;0;0;0;AirDefense;;0
Air Defense;2;TID_BUILDING_AIR_DEFENSE;TID_AIR_DEFENSE_INFO;Defense;Resource;0;sc/buildings.sc;fireworks_tower_lvl2;goblin_townhall_lvl1;basic_turret_const;0;0;12;0;0;Gold;90000;4;4;3;3;0;fireworks_tower_upg;fireworks_tower_lvl2_upgrade;5000000;5000000;20000;0;0;0;0;0;0;0;20;;;0;80;0;0;Gold;630000;350000;900;105;UNIT;1;TID_REQUIRED_BARRACK_LEVEL;5;;850;16;1000;;700;0;1000;250;0;110;290;0;0;0;;Building Destroyed;0;Air Defence Attack;0;0;0;0;0;0;Air Defence hit1;Firework2;Tower Arrow Fire3 LOW;0;rockWood_destructed_tiles3;2;2;0;airdefence_tower_base;TRUE;;;0;;;;0;0;0;0;100;0;Synced;0;0;Bow Target;Air Defence Pickup;Air Defence Placing;;Wizard11;1;135;100;15;;1;;0;0;0;0;0;;;;0;;0;0;0;0;0;0;0;0;0;0;;50;0;Elixir;0;0;0;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;4;192;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;200;;0;Archer Tower2;5;Gold;4000000;10080;TID_GEAR_UP_ARCHER_TOWER;8;1;Defense;500;0;Townhall15;150;0;0;0;0;0;0;0;AirDefense;;0
